movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
8839,1053184,The Magic Pudding,2000,Always Running Away But Never Running Out!,"Meet Albert, The Magic Pudding, Bunyip Bluegum, a splendid young koala and his seafaring friends Bill Barnacle and Sam Sawnoff. Together they fight off the bungled attempts of pudding thieves, Possum and Wombat, and try to solve the mystery of Bunyip's parents' disappearance.",80,,3.14
8840,1053186,Never Say Goodbye,1946,Howls by the hundreds...surprises by the score...Errol used to be a superman...but he isn't anymore!,"Phil and Ellen Gayley have been divorced for a year, and their 7-year old daughter, Flip, is very unhappy that her parents are not together. Flip starts a correspondence with a Marine, sending a picture of her beautiful mother as the author of Flip's flirtatious letters. When the Marine shows up to meet his pen pal, Ellen takes the opportunity to make her ex-husband jealous.",97,NR,3.33
8841,1053196,Genghis Khan,1965,Only once in the furied history of adventure and conquest...did one man rule so vast an empire!,"This is the story of the shy Mongol boy Temujin who,during the 13th century, becomes the fearless Mongol leader Genghis Khan that unites all Mongol tribes and conquers India,China,Persia,Korea and parts of Rusia,Europe and Middle-East.",127,,3.07
8842,1053218,The Big Broadcast of 1938,1938,The finest array of entertainment ever offered!,"The Bellows family causes comic confusion on an ocean liner, with time out for radio-style musical acts.",94,NR,3.21
8843,1053222,Shopworn,1932,A SUPERB ARTISTE IN HER MOST GLAMOROUS ROLE...Barbara STANWYCK,A waitress falls for a wealthy young man but has to fight his mother to find happiness.,66,,3.24
8844,1053231,Shoot Out,1971,Three fast guns against one determined man!,"Clay Lomax, a bank robber, gets out of jail after an 7 year sentence. He is looking after Sam Foley, the man who betrayed him. Knowing that, Foley hires three men to pay attention of Clay's steps. The things get complicated when Lomax, waiting to receive some money from his ex-lover, gets only the notice of her death and an 7 year old girl, sometimes very annoying, presumed to be his daughter.",94,PG,3.22
8845,1053232,Poor Little Rich Girl,1936,ARE YOU AN ARMFUL OF HEAVEN ON EARTH? ...YOU ARE---BUT DEFINITELY!,"Cossetted and bored, Barbara Barry is finally sent off to school by her busy if doting widowed soap manufacturer father. When her nurse is injured en route, Barbara finds herself alone in town, ending up as part of radio song-and-dance act Dolan and Dolan sponsored by a rival soap company.",79,,3.31
8846,1053240,Edge of Eternity,1959,Mile-High Suspense In The Grand Canyon!,"Helped by socialite Janice Kendon and barkeeper Scott O'Brien, Arizona deputy sheriff Les Martin works to solve three brutal murders in and around the Grand Canyon. His efforts leads to the killer fleeing with Janice as a hostage and a chase by car and helicopter lead to a climax on a miner's bucket on cables a mile above the canyon floor.",80,,3.33
8847,1053241,Anne of Green Gables,1934,"A PICTURE MADE FOR THE MILLIONS WHO LOVED ""LITTLE WOMEN""","Anne Shirley, an orphan, is fostered by farmer Matthew Cuthbert and his sister Marilla, who were expecting a boy to be sent them to help with their farm work. They accept Anne, who quickly endears herself to them and to the local villagers.",78,NR,3.28
8848,1053247,The Party Animal,1984,A chemical reaction got him some action!,"The Party Animal is a documentary-style comedy about a sex-starved man, Pondo Sinatra, a 26-year-old college student whom everyone agrees is doomed to die a virgin. Desperate to break what seems to be a cosmic curse, he tries ever more bizarre schemes to seduce one the sexy, scantily-clad women who seem to be everywhere, taunting him and enjoying his misery. Despite his best efforts, however, he is rejected everywhere, even at the local cathouse. When Pondo threatens to kill himself, Studley, his ladykilling best friend, tries to help him in his quest to ""get him a little"", as does Studley's mentor, a wise old janitor named Elbow.",78,R,2.96
8849,1053265,Kings of the Sun,1963,Now a lost world becomes a new world of adventure!,"In order to flee from powerful enemies, young Mayan king Balam leads his people north across the Gulf of Mexico to the coast of what will become the United States. They build a home in the new land but come into conflict with a tribe of Native Americans led by their chief, Black Eagle, while both Balam and Black Eagle fall in love the beautiful Mayan princess Ixchel.",108,,3.15
8850,1053268,Dive Bomber,1941,WINGS TO THE WIND...EYES TO THE SKIES!,A military surgeon teams with a ranking navy flyer to develop a high-altitude suit which will protect pilots from blacking out when they go into a steep dive.,132,NR,3.26
8851,1053275,Air Mail,1932,"""AIR MAIL"" - THE EPIC THRILLER!",A group of air mail pilots risk their lives to deliver important mail through bad weather conditions.,84,NR,3.4
8852,1053290,Little Annie Rooney,1925,Our Mary as you like her best—a broth of a brat ready to fight at the drop of a hat—and drop the hat!,"A feisty little girl, the daughter of a beat cop, faces the challenges of growing up in a tough city neighborhood.",95,NR,3.42
8853,1053343,Heidi Fleiss: Hollywood Madam,1995,Hollywood was the whore. She was just the madam.,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",106,R,3.4
8854,1053348,Gideon's Army,2013,Everyone deserves the best defense. They fight to provide it.,"Follows three young, committed Public Defenders who are dedicated to working for the people society would rather forget. Long hours, low pay and staggering caseloads are so common that even the most committed often give up.",96,,3.6
8855,1053355,Don Donald,1937,The first official Donald Duck cartoon,"Donald is courting Daisy (called Donna, here in her first appearance) Duck in Mexico. He arrives on a burro, which doesn't get along at all well with her; she convinces him to buy a car. They head through the desert, but the car breaks down, and throws Donald out, then takes off on its own with Daisy trapped inside the rumble seat. The car hits a rock, throwing Daisy into a mud puddle, to Donald's excessive amusement. Daisy pulls a unicycle from her purse, and rides off.",8,NR,3.33
8856,1053377,Breaking All the Rules,1985,She's got one last day to do everything one last time!,"Three robbers hide a stolen jewel inside a stuffed animal at one of the midway games in an amusement park. When Jack—a teen with a part-time summer job in the park—his best friend David and two girls hang out at the park, they get mixed up in the robbers' scheme to take back their jewel.",91,R,3.03
8857,1053383,Teenage Paparazzo,2010,He thought he knew everything about celebrity. Until he met one.,A documentary that examines the relationship between celebrity and society.,91,,3.35
8858,1053391,Tough Enough,1983,They are big! They are bad! But are they tough enough to beat the Country Western Warrior?,"An aspiring country singer, whose money is disappearing faster than his career opportunities, enters a ""Tough Man"" amateur boxing contest to earn some cash to pay his bills. Amazingly enough, he wins it, and is picked to go onto the national finals. He's torn between his first love, music, and the glitz, glamor and money of the ""Tough Man"" world.",106,PG,3.23
8859,1053396,Bright Victory,1951,The great living love story of today's generation!,A soldier blinded in war returns home and attempts to adjust to civilian life.,97,NR,3.42
8860,1053398,The Black Camel,1931,The unsolved secrets of Hollywood disclosed under the romantic spell of Hawaiian moonlight,"Movie star Shelah Fane is seeing wealthy Alan Jaynes while filming in Honolulu, Hawaii, but won't marry him without consulting famed psychic Tarneverro first. Enter inspector Charlie Chan of the Honolulu Police, investigating the unsolved murder, three years earlier, of a Hollywood actor.",71,,3.2
